Date,Price,Open,High,Low,Volume,Chg%
15-05-2014,28624,28882.0,28882.0,28575.0,14660.0,-0.99
16-05-2014,28322,28575.0,28575.0,28251.0,11490.0,-1.06
19-05-2014,28336,28275.0,28475.0,28233.0,11590.0,0.05
20-05-2014,28424,28291.0,28460.0,28253.0,15280.0,0.31
21-05-2014,27501,28445.0,28540.0,27432.0,31580.0,-3.25
22-05-2014,27386,27504.0,27640.0,27252.0,24650.0,-0.42
23-05-2014,27528,27400.0,27584.0,27281.0,13710.0,0.52
26-05-2014,27586,27544.0,27620.0,27421.0,11500.0,0.21
27-05-2014,27087,27567.0,27598.0,27010.0,19860.0,-1.81
28-05-2014,26987,27032.0,27100.0,26853.0,15200.0,-0.37
29-05-2014,26984,26945.0,27083.0,26661.0,18000.0,-0.01
30-05-2014,27151,26915.0,27215.0,26862.0,12890.0,0.62
02-06-2014,26626,27012.0,27130.0,26520.0,2920.0,-1.93
03-06-2014,26732,26756.0,26874.0,26592.0,450.0,0.4
04-06-2014,26708,26582.0,26910.0,26582.0,130.0,-0.09
05-06-2014,26771,26800.0,26860.0,26605.0,70.0,0.24
06-06-2014,26400,26548.0,26600.0,26350.0,11550.0,-1.39
09-06-2014,26545,26400.0,26570.0,26278.0,8470.0,0.55
10-06-2014,26712,26585.0,26738.0,26475.0,11670.0,0.63
11-06-2014,26736,26720.0,26780.0,26527.0,13560.0,0.09
12-06-2014,27014,26740.0,27050.0,26640.0,14160.0,1.04
13-06-2014,27235,27020.0,27289.0,26988.0,10270.0,0.82
16-06-2014,27395,27255.0,27644.0,27255.0,12660.0,0.59
17-06-2014,27418,27306.0,27488.0,27135.0,13700.0,0.08
18-06-2014,27353,27351.0,27538.0,27230.0,14470.0,-0.24
19-06-2014,28160,27313.0,28199.0,27313.0,21910.0,2.95
20-06-2014,28154,28150.0,28349.0,27977.0,18080.0,-0.02
23-06-2014,28111,28245.0,28267.0,28035.0,12310.0,-0.15
24-06-2014,28167,28099.0,28369.0,27860.0,17400.0,0.2
25-06-2014,28221,28121.0,28290.0,28057.0,14010.0,0.19
26-06-2014,28126,28190.0,28208.0,27935.0,17380.0,-0.34
27-06-2014,28063,28201.0,28236.0,28005.0,9920.0,-0.22
30-06-2014,28076,28000.0,28185.0,27967.0,8760.0,0.05
01-07-2014,27975,28210.0,28277.0,27950.0,4410.0,-0.36
02-07-2014,27788,27950.0,28225.0,27750.0,2880.0,-0.67
03-07-2014,27802,27552.0,27900.0,27552.0,1200.0,0.05
04-07-2014,27913,27884.0,27975.0,27755.0,260.0,0.4
07-07-2014,27564,27611.0,27611.0,27455.0,11210.0,-1.25
08-07-2014,27594,27582.0,27725.0,27460.0,15210.0,0.11
09-07-2014,27667,27620.0,27771.0,27612.0,11340.0,0.26
10-07-2014,28565,27650.0,28649.0,27560.0,40700.0,3.25
11-07-2014,28441,28517.0,28579.0,28302.0,15110.0,-0.43
12-07-2014,28413,28413.0,28413.0,28413.0,0.0,-0.1
13-07-2014,28413,28413.0,28413.0,28413.0,0.0,0.0
14-07-2014,27860,28380.0,28380.0,27839.0,21930.0,-1.95
15-07-2014,27752,27890.0,28050.0,27686.0,18230.0,-0.39
16-07-2014,27767,27800.0,27825.0,27671.0,14010.0,0.05
17-07-2014,28237,27824.0,28450.0,27810.0,24740.0,1.69
18-07-2014,28028,28227.0,28233.0,27960.0,13870.0,-0.74
20-07-2014,28030,28030.0,28030.0,28030.0,0.0,0.01
21-07-2014,28120,28068.0,28247.0,28022.0,13210.0,0.32
22-07-2014,27939,28061.0,28135.0,27851.0,19880.0,-0.64
23-07-2014,27915,27930.0,28046.0,27888.0,11870.0,-0.09
24-07-2014,27651,27882.0,27882.0,27630.0,16960.0,-0.95
25-07-2014,27973,27696.0,27994.0,27673.0,12810.0,1.16
27-07-2014,27960,27960.0,27960.0,27960.0,0.0,-0.05
28-07-2014,27909,27985.0,28085.0,27874.0,10300.0,-0.18
29-07-2014,27855,27950.0,28067.0,27827.0,7440.0,-0.19
30-07-2014,27936,27888.0,27984.0,27740.0,10900.0,0.29
31-07-2014,27788,27800.0,27969.0,27751.0,11560.0,-0.53
01-08-2014,28037,27810.0,28124.0,27761.0,3300.0,0.9
04-08-2014,27952,28023.0,28118.0,27900.0,1020.0,-0.3
05-08-2014,28392,27959.0,28790.0,27724.0,220.0,1.57
06-08-2014,28559,28130.0,28640.0,28088.0,19080.0,0.59
07-08-2014,28695,28559.0,28750.0,28460.0,14960.0,0.48
08-08-2014,28515,28730.0,29010.0,28500.0,21260.0,-0.63
10-08-2014,28510,28510.0,28510.0,28510.0,0.0,-0.02
11-08-2014,28554,28480.0,28600.0,28445.0,8670.0,0.15
12-08-2014,28641,28520.0,28780.0,28474.0,12990.0,0.3
13-08-2014,28567,28590.0,28645.0,28480.0,13990.0,-0.26
14-08-2014,28489,28521.0,28657.0,28378.0,16180.0,-0.27
18-08-2014,28167,28405.0,28405.0,28140.0,10490.0,-1.13
19-08-2014,28124,28170.0,28248.0,28087.0,9500.0,-0.15
20-08-2014,28079,28120.0,28158.0,28025.0,10170.0,-0.16
21-08-2014,27599,28025.0,28025.0,27550.0,17840.0,-1.71
22-08-2014,27634,27657.0,27720.0,27555.0,11050.0,0.13
25-08-2014,27632,27624.0,27678.0,27535.0,8400.0,-0.01
26-08-2014,27720,27652.0,27880.0,27652.0,13070.0,0.32
27-08-2014,27599,27741.0,27760.0,27575.0,9260.0,-0.44
28-08-2014,27884,27642.0,27974.0,27642.0,14140.0,1.03
29-08-2014,27794,27835.0,27835.0,27652.0,4090.0,-0.32
01-09-2014,27679,27747.0,27774.0,27651.0,4160.0,-0.41
02-09-2014,27340,27610.0,27676.0,27318.0,4010.0,-1.22
03-09-2014,27355,27362.0,27420.0,27186.0,1120.0,0.05
04-09-2014,27282,27418.0,27427.0,27262.0,270.0,-0.27
05-09-2014,27225,27250.0,27360.0,27068.0,340.0,-0.21
08-09-2014,27207,27448.0,27497.0,27116.0,13170.0,-0.07
09-09-2014,27272,27237.0,27395.0,27159.0,15560.0,0.24
10-09-2014,27194,27350.0,27441.0,27152.0,13410.0,-0.29
11-09-2014,26996,27207.0,27246.0,26970.0,18440.0,-0.73
12-09-2014,26909,26958.0,26995.0,26801.0,16070.0,-0.32
13-09-2014,26900,26900.0,26900.0,26900.0,0.0,-0.03
15-09-2014,27006,26949.0,27118.0,26913.0,16610.0,0.39
16-09-2014,26954,27008.0,27110.0,26920.0,19690.0,-0.19
17-09-2014,26907,26960.0,27009.0,26860.0,12060.0,-0.17
18-09-2014,26659,26860.0,26860.0,26572.0,15980.0,-0.92
19-09-2014,26497,26605.0,26694.0,26470.0,15870.0,-0.61
22-09-2014,26605,26436.0,26665.0,26313.0,16470.0,0.41
23-09-2014,26682,26586.0,26937.0,26488.0,16660.0,0.29
24-09-2014,26552,26685.0,26760.0,26526.0,13880.0,-0.49
25-09-2014,26919,26514.0,26950.0,26381.0,19580.0,1.38
26-09-2014,26694,26960.0,27100.0,26665.0,19990.0,-0.84
27-09-2014,26693,26693.0,26693.0,26693.0,0.0,0.0
29-09-2014,26819,26760.0,26915.0,26685.0,9130.0,0.47
30-09-2014,26805,26807.0,26968.0,26633.0,10680.0,-0.05
01-10-2014,26790,26695.0,26840.0,26552.0,3920.0,-0.06
03-10-2014,26439,26931.0,26931.0,26377.0,11020.0,-1.31
05-10-2014,26424,26424.0,26424.0,26424.0,0.0,-0.06
06-10-2014,26637,26476.0,26667.0,26352.0,6970.0,0.81
07-10-2014,26673,26581.0,26710.0,26566.0,14870.0,0.14
08-10-2014,26633,26698.0,26885.0,26620.0,15810.0,-0.15
09-10-2014,26847,26696.0,26938.0,26696.0,16430.0,0.8
10-10-2014,26855,26813.0,26940.0,26750.0,15640.0,0.03
13-10-2014,26855,26900.0,27135.0,26811.0,16690.0,0.0
14-10-2014,27128,26892.0,27170.0,26892.0,15720.0,1.02
16-10-2014,27328,27150.0,27475.0,27150.0,17550.0,0.74
17-10-2014,27151,27310.0,27362.0,27085.0,14210.0,-0.65
20-10-2014,27302,27131.0,27360.0,27078.0,11360.0,0.56
21-10-2014,27394,27358.0,27496.0,27343.0,12770.0,0.34
22-10-2014,27333,27369.0,27389.0,27265.0,9860.0,-0.22
23-10-2014,26940,27174.0,27174.0,26913.0,6400.0,-1.44
24-10-2014,26963,27050.0,27067.0,26950.0,3460.0,0.09
27-10-2014,27008,26957.0,27048.0,26913.0,7360.0,0.17
28-10-2014,26909,26962.0,27076.0,26880.0,8530.0,-0.37
29-10-2014,26864,26974.0,26990.0,26805.0,6310.0,-0.17
30-10-2014,26376,26811.0,26811.0,26326.0,10880.0,-1.82
31-10-2014,25924,26350.0,26375.0,25684.0,15940.0,-1.71
03-11-2014,25868,25877.0,25947.0,25750.0,3750.0,-0.22
04-11-2014,25810,25930.0,25965.0,25725.0,220.0,-0.22
05-11-2014,25348,25578.0,26340.0,25201.0,980.0,-1.79
06-11-2014,25467,25448.0,25568.0,25411.0,8380.0,0.47
07-11-2014,25926,25475.0,25970.0,25172.0,30780.0,1.8
10-11-2014,25719,25949.0,26070.0,25670.0,15440.0,-0.8
11-11-2014,25793,25632.0,25861.0,25434.0,19180.0,0.29
12-11-2014,25794,25798.0,25940.0,25735.0,17110.0,0.0
13-11-2014,25827,25849.0,25920.0,25689.0,20230.0,0.13
14-11-2014,26458,25791.0,26519.0,25585.0,33820.0,2.44
16-11-2014,26411,26411.0,26411.0,26411.0,0.0,-0.18
17-11-2014,26319,26370.0,26499.0,26275.0,20730.0,-0.35
18-11-2014,26587,26367.0,26756.0,26367.0,24600.0,1.02
19-11-2014,26710,26548.0,26840.0,26235.0,33870.0,0.46
20-11-2014,26459,26620.0,26620.0,26375.0,26020.0,-0.94
21-11-2014,26390,26509.0,26623.0,26340.0,26750.0,-0.26
24-11-2014,26473,26462.0,26539.0,26420.0,15020.0,0.31
25-11-2014,26338,26480.0,26537.0,26322.0,19750.0,-0.51
26-11-2014,26397,26395.0,26440.0,26330.0,10020.0,0.22
27-11-2014,26237,26355.0,26355.0,26170.0,14220.0,-0.61
28-11-2014,25853,26150.0,26244.0,25815.0,15530.0,-1.46
01-12-2014,26546,25803.0,26627.0,25123.0,5730.0,2.68
02-12-2014,26224,26438.0,27050.0,26087.0,1150.0,-1.21
03-12-2014,26496,26309.0,26699.0,26236.0,90.0,1.04
04-12-2014,26488,26299.0,26850.0,26299.0,60.0,-0.03
05-12-2014,26279,26698.0,26698.0,25801.0,170.0,-0.79
08-12-2014,26228,26277.0,26350.0,26164.0,10300.0,-0.19
09-12-2014,27023,26322.0,27168.0,26321.0,25020.0,3.03
10-12-2014,27054,27000.0,27220.0,26910.0,18250.0,0.11
11-12-2014,27142,27096.0,27240.0,26860.0,18570.0,0.33
12-12-2014,27088,27168.0,27188.0,26910.0,19320.0,-0.2
15-12-2014,27173,27037.0,27348.0,26912.0,19060.0,0.31
16-12-2014,27044,27120.0,27636.0,26822.0,35790.0,-0.47
17-12-2014,26802,27011.0,27099.0,26775.0,19260.0,-0.89
18-12-2014,26659,26888.0,27111.0,26580.0,22400.0,-0.53
19-12-2014,26859,26725.0,26922.0,26654.0,13730.0,0.75
22-12-2014,26458,26859.0,26910.0,26403.0,15110.0,-1.49
23-12-2014,26468,26499.0,26600.0,26366.0,13760.0,0.04
24-12-2014,26433,26500.0,26514.0,26411.0,6950.0,-0.13
26-12-2014,26894,26470.0,26930.0,26470.0,13780.0,1.74
29-12-2014,26598,26919.0,26919.0,26560.0,10820.0,-1.1
30-12-2014,26908,26646.0,27068.0,26511.0,16300.0,1.17
31-12-2014,26594,26909.0,26909.0,26491.0,9510.0,-1.17
01-01-2015,26586,26610.0,26647.0,26539.0,1820.0,-0.03
02-01-2015,26700,26585.0,26740.0,26285.0,1990.0,0.43
05-01-2015,26847,26800.0,26911.0,26650.0,570.0,0.55
06-01-2015,27385,27095.0,27442.0,27094.0,26640.0,2.0
07-01-2015,27159,27328.0,27350.0,27110.0,19660.0,-0.83
08-01-2015,26808,27150.0,27150.0,26770.0,21730.0,-1.29
09-01-2015,26806,26751.0,26877.0,26680.0,19710.0,-0.01
12-01-2015,27032,26865.0,27119.0,26839.0,21930.0,0.84
13-01-2015,27071,27118.0,27258.0,27020.0,22930.0,0.14
14-01-2015,27210,27013.0,27280.0,26916.0,24400.0,0.51
15-01-2015,27493,27150.0,27546.0,26731.0,50280.0,1.04
16-01-2015,27673,27540.0,27798.0,27383.0,28540.0,0.65
17-01-2015,27627,27627.0,27627.0,27627.0,0.0,-0.17
19-01-2015,27718,27642.0,27784.0,27633.0,15760.0,0.33
20-01-2015,28098,27700.0,28145.0,27700.0,27570.0,1.37
21-01-2015,27992,28071.0,28298.0,27850.0,27720.0,-0.38
22-01-2015,28055,27966.0,28240.0,27762.0,27560.0,0.23
23-01-2015,27884,28015.0,28114.0,27813.0,18520.0,-0.61
25-01-2015,27887,27887.0,27887.0,27887.0,0.0,0.01
27-01-2015,27934,27815.0,28033.0,27584.0,20580.0,0.17
28-01-2015,27795,27896.0,27974.0,27771.0,15130.0,-0.5
29-01-2015,27470,27782.0,27848.0,27435.0,22610.0,-1.17
30-01-2015,27911,27540.0,28260.0,27470.0,16390.0,1.61
02-02-2015,28071,28120.0,28197.0,27743.0,2230.0,0.57
03-02-2015,27687,28071.0,28079.0,27600.0,540.0,-1.37
04-02-2015,27814,27660.0,27835.0,27578.0,170.0,0.46
05-02-2015,27683,27785.0,27900.0,27461.0,110.0,-0.47
06-02-2015,26968,27498.0,27598.0,26912.0,22240.0,-2.58
09-02-2015,27119,27011.0,27172.0,26996.0,13600.0,0.56
10-02-2015,27016,27180.0,27180.0,26984.0,13530.0,-0.38
11-02-2015,26817,27050.0,27050.0,26770.0,16680.0,-0.74
12-02-2015,26635,26756.0,26920.0,26620.0,15850.0,-0.68
13-02-2015,26694,26700.0,26815.0,26642.0,17170.0,0.22
16-02-2015,26742,26720.0,26884.0,26720.0,8740.0,0.18
17-02-2015,26241,26722.0,26722.0,26215.0,11240.0,-1.87
18-02-2015,26181,26280.0,26390.0,26128.0,15570.0,-0.23
19-02-2015,26294,26260.0,26521.0,26199.0,16560.0,0.43
20-02-2015,26317,26337.0,26435.0,26186.0,15080.0,0.09
21-02-2015,26319,26319.0,26319.0,26319.0,0.0,0.01
23-02-2015,26178,26281.0,26310.0,26001.0,18600.0,-0.54
24-02-2015,26077,26219.0,26277.0,26015.0,14350.0,-0.39
25-02-2015,26142,26138.0,26343.0,26120.0,14250.0,0.25
26-02-2015,26239,26200.0,26370.0,26200.0,14620.0,0.37
27-02-2015,26206,26243.0,26320.0,26132.0,13560.0,-0.13
28-02-2015,26480,26111.0,26518.0,26043.0,8150.0,1.05
02-03-2015,26541,26508.0,26997.0,26440.0,5080.0,0.23
03-03-2015,26453,26527.0,26601.0,26400.0,1050.0,-0.33
04-03-2015,26539,26500.0,26600.0,26401.0,3300.0,0.33
05-03-2015,26473,26510.0,26599.0,26418.0,220.0,-0.25
06-03-2015,26058,26485.0,26530.0,26025.0,15680.0,-1.57
09-03-2015,26062,26096.0,26177.0,26041.0,12550.0,0.02
10-03-2015,25960,26050.0,26100.0,25825.0,21180.0,-0.39
11-03-2015,25716,25979.0,25996.0,25691.0,17900.0,-0.94
12-03-2015,25690,25750.0,25890.0,25609.0,21260.0,-0.1
13-03-2015,25909,25750.0,25945.0,25750.0,19760.0,0.85
14-03-2015,25922,25922.0,25922.0,25922.0,0.0,0.05
16-03-2015,25797,25945.0,25967.0,25735.0,14550.0,-0.48
17-03-2015,25635,25741.0,25830.0,25551.0,20540.0,-0.63
18-03-2015,25653,25665.0,25700.0,25520.0,16400.0,0.07
19-03-2015,25970,25712.0,25992.0,25712.0,21330.0,1.24
20-03-2015,26195,25996.0,26249.0,25915.0,18360.0,0.87
23-03-2015,26208,26195.0,26226.0,26089.0,11460.0,0.05
24-03-2015,26350,26180.0,26389.0,26140.0,14190.0,0.54
25-03-2015,26491,26313.0,26519.0,26219.0,14890.0,0.54
26-03-2015,26805,26519.0,26991.0,26519.0,16890.0,1.19
27-03-2015,26564,26774.0,26774.0,26381.0,15740.0,-0.9
30-03-2015,26239,26468.0,26468.0,26200.0,10610.0,-1.22
31-03-2015,26061,26200.0,26310.0,26020.0,5280.0,-0.68
01-04-2015,26510,26122.0,26800.0,26060.0,1600.0,1.72
02-04-2015,26548,26601.0,26697.0,26460.0,7800.0,0.14
06-04-2015,26941,26625.0,27038.0,26625.0,13580.0,1.48
07-04-2015,26829,26925.0,26928.0,26801.0,8930.0,-0.42
08-04-2015,26682,26842.0,26873.0,26615.0,11850.0,-0.55
09-04-2015,26452,26612.0,26612.0,26410.0,12460.0,-0.86
10-04-2015,26703,26482.0,26750.0,26452.0,13550.0,0.95
13-04-2015,26616,26703.0,26730.0,26550.0,10390.0,-0.33
14-04-2015,26454,26569.0,26569.0,26300.0,8700.0,-0.61
15-04-2015,26644,26450.0,26680.0,26388.0,12440.0,0.72
16-04-2015,26533,26644.0,26740.0,26472.0,12930.0,-0.42
17-04-2015,26702,26530.0,26730.0,26520.0,11630.0,0.64
20-04-2015,26719,26699.0,26849.0,26670.0,11990.0,0.06
21-04-2015,26803,26745.0,26820.0,26632.0,14250.0,0.31
22-04-2015,26489,26778.0,26848.0,26459.0,16540.0,-1.17
23-04-2015,26777,26515.0,26792.0,26461.0,12510.0,1.09
24-04-2015,26574,26734.0,26839.0,26521.0,12980.0,-0.76
27-04-2015,26944,26624.0,26980.0,26588.0,12830.0,1.39
28-04-2015,27036,26969.0,27059.0,26833.0,9360.0,0.34
29-04-2015,27096,26985.0,27140.0,26953.0,8630.0,0.22
30-04-2015,26593,27056.0,27148.0,26500.0,10430.0,-1.86
01-05-2015,26483,26572.0,26572.0,26300.0,2020.0,-0.41
04-05-2015,26747,26580.0,27114.0,26580.0,390.0,1.0
05-05-2015,26852,26734.0,27060.0,26640.0,190.0,0.39
06-05-2015,26928,26950.0,27070.0,26835.0,14940.0,0.28
07-05-2015,26951,26904.0,27050.0,26862.0,15860.0,0.09
08-05-2015,26903,26960.0,27019.0,26825.0,16350.0,-0.18
11-05-2015,26853,26898.0,26969.0,26786.0,14010.0,-0.19
12-05-2015,27180,26899.0,27225.0,26892.0,17500.0,1.22
13-05-2015,27539,27131.0,27569.0,27063.0,21700.0,1.32
14-05-2015,27444,27465.0,27599.0,27370.0,19020.0,-0.34
15-05-2015,27473,27417.0,27500.0,27260.0,15940.0,0.11
18-05-2015,27629,27518.0,27695.0,27513.0,13940.0,0.57
19-05-2015,27309,27565.0,27599.0,27266.0,17570.0,-1.16
20-05-2015,27299,27280.0,27370.0,27205.0,11460.0,-0.04
21-05-2015,27130,27280.0,27339.0,27108.0,12950.0,-0.62
22-05-2015,27105,27144.0,27327.0,27071.0,13440.0,-0.09
25-05-2015,27180,27112.0,27197.0,27101.0,6980.0,0.28
26-05-2015,26917,27154.0,27227.0,26884.0,14640.0,-0.97
27-05-2015,26900,26929.0,26994.0,26856.0,9900.0,-0.06
28-05-2015,26899,26877.0,26950.0,26760.0,11250.0,0.0
29-05-2015,26866,26900.0,26949.0,26820.0,8560.0,-0.12
01-06-2015,26690,26926.0,27014.0,26133.0,4370.0,-0.66
02-06-2015,26856,26743.0,26929.0,26730.0,820.0,0.62
03-06-2015,26806,26908.0,27000.0,26775.0,180.0,-0.19
04-06-2015,26564,26840.0,26869.0,26454.0,40.0,-0.9
05-06-2015,26439,26599.0,26613.0,26371.0,260.0,-0.47
08-06-2015,26693,26691.0,26749.0,26621.0,8060.0,0.96
09-06-2015,26754,26715.0,26817.0,26665.0,11230.0,0.23
10-06-2015,26850,26750.0,26958.0,26730.0,10570.0,0.36
11-06-2015,26772,26864.0,26864.0,26681.0,9480.0,-0.29
12-06-2015,26773,26770.0,26860.0,26725.0,9190.0,0.0
15-06-2015,26915,26795.0,26997.0,26625.0,14250.0,0.53
16-06-2015,26831,26938.0,26958.0,26760.0,9780.0,-0.31
17-06-2015,26763,26828.0,26828.0,26690.0,8430.0,-0.25
18-06-2015,27031,26760.0,27120.0,26760.0,15630.0,1.0
19-06-2015,26959,27020.0,27061.0,26901.0,7990.0,-0.27
22-06-2015,26589,26941.0,26941.0,26570.0,11550.0,-1.37
23-06-2015,26478,26650.0,26676.0,26461.0,9710.0,-0.42
24-06-2015,26418,26510.0,26559.0,26361.0,9930.0,-0.23
25-06-2015,26365,26470.0,26494.0,26342.0,7830.0,-0.2
26-06-2015,26399,26383.0,26468.0,26292.0,9710.0,0.13
29-06-2015,26508,26482.0,26716.0,26461.0,8860.0,0.41
30-06-2015,26301,26452.0,26470.0,26211.0,7760.0,-0.78
01-07-2015,26182,26275.0,26380.0,26160.0,1790.0,-0.45
02-07-2015,26024,26164.0,26246.0,25985.0,470.0,-0.6
03-07-2015,26393,26010.0,26800.0,26005.0,270.0,1.42
06-07-2015,26335,26393.0,26397.0,26205.0,11600.0,-0.22
07-07-2015,26032,26271.0,26288.0,25886.0,19000.0,-1.15
08-07-2015,26222,26011.0,26250.0,25870.0,17350.0,0.73
09-07-2015,26071,26130.0,26250.0,26050.0,14660.0,-0.58
10-07-2015,26071,26080.0,26175.0,26030.0,12140.0,0.0
13-07-2015,26033,26122.0,26125.0,25952.0,12040.0,-0.15
14-07-2015,25934,26026.0,26095.0,25911.0,11830.0,-0.38
15-07-2015,25852,25987.0,25987.0,25774.0,14060.0,-0.32
16-07-2015,25774,25824.0,25824.0,25720.0,10570.0,-0.3
17-07-2015,25505,25780.0,25780.0,25482.0,13120.0,-1.04
20-07-2015,25042,25480.0,25480.0,24910.0,23100.0,-1.82
21-07-2015,24908,24997.0,25065.0,24881.0,14620.0,-0.54
22-07-2015,24688,24850.0,24850.0,24591.0,20050.0,-0.88
23-07-2015,24742,24786.0,24919.0,24716.0,18270.0,0.22
24-07-2015,24729,24701.0,24829.0,24470.0,19480.0,-0.05
27-07-2015,24910,24694.0,25034.0,24671.0,21500.0,0.73
28-07-2015,24768,24837.0,24870.0,24714.0,14790.0,-0.57
29-07-2015,24729,24784.0,24849.0,24705.0,14890.0,-0.16
30-07-2015,24739,24702.0,24824.0,24581.0,17050.0,0.04
31-07-2015,24789,24680.0,24919.0,24551.0,15360.0,0.2
03-08-2015,24696,24823.0,24886.0,24666.0,2830.0,-0.38
04-08-2015,24638,24670.0,24704.0,24540.0,290.0,-0.23
05-08-2015,24545,24614.0,24635.0,24500.0,100.0,-0.38
06-08-2015,24692,24583.0,24745.0,24530.0,10620.0,0.6
07-08-2015,24796,24682.0,24872.0,24615.0,19130.0,0.42
10-08-2015,25026,24800.0,25096.0,24774.0,14670.0,0.93
11-08-2015,25323,25045.0,25430.0,25002.0,20870.0,1.19
12-08-2015,25898,25400.0,25923.0,25400.0,23190.0,2.27
13-08-2015,25763,25785.0,25859.0,25700.0,14690.0,-0.52
14-08-2015,25636,25706.0,25832.0,25605.0,13490.0,-0.49
17-08-2015,25924,25710.0,25999.0,25710.0,13380.0,1.12
18-08-2015,25890,25920.0,25971.0,25732.0,15150.0,-0.13
19-08-2015,26084,25870.0,26115.0,25801.0,15890.0,0.75
20-08-2015,26723,26145.0,26746.0,26145.0,21390.0,2.45
21-08-2015,27090,26780.0,27177.0,26676.0,27330.0,1.37
24-08-2015,27290,27100.0,27689.0,27070.0,27660.0,0.74
25-08-2015,26595,27250.0,27250.0,26533.0,23410.0,-2.55
26-08-2015,26341,26602.0,26694.0,26075.0,20090.0,-0.96
27-08-2015,26197,26271.0,26360.0,26102.0,13820.0,-0.55
28-08-2015,26490,26220.0,26600.0,26220.0,11900.0,1.12
31-08-2015,26540,26490.0,26600.0,26363.0,6820.0,0.19
01-09-2015,26623,26636.0,26847.0,26530.0,2330.0,0.31
02-09-2015,26417,26594.0,26639.0,26200.0,630.0,-0.77
03-09-2015,26196,26432.0,26474.0,26130.0,250.0,-0.84
04-09-2015,26256,26325.0,26490.0,26001.0,250.0,0.23
07-09-2015,26506,26595.0,26620.0,26465.0,9330.0,0.95
08-09-2015,26436,26500.0,26567.0,26391.0,14030.0,-0.26
09-09-2015,26069,26450.0,26486.0,26010.0,16520.0,-1.39
10-09-2015,26179,26150.0,26299.0,26062.0,16920.0,0.42
11-09-2015,25981,26190.0,26209.0,25918.0,15490.0,-0.76
14-09-2015,26078,26045.0,26128.0,25970.0,12160.0,0.37
15-09-2015,25982,26089.0,26095.0,25956.0,12790.0,-0.37
16-09-2015,26285,25994.0,26367.0,25967.0,20080.0,1.17
17-09-2015,26176,26212.0,26273.0,26113.0,7410.0,-0.41
18-09-2015,26476,26300.0,26591.0,26300.0,23100.0,1.15
21-09-2015,26345,26488.0,26550.0,26281.0,17900.0,-0.49
22-09-2015,26242,26320.0,26470.0,26180.0,22310.0,-0.39
23-09-2015,26476,26240.0,26509.0,26210.0,16309.0,0.89
24-09-2015,26965,26510.0,27078.0,26462.0,28450.0,1.85
25-09-2015,26744,26900.0,26900.0,26634.0,10770.0,-0.82
28-09-2015,26508,26746.0,26746.0,26361.0,16510.0,-0.88
29-09-2015,26253,26574.0,26590.0,26228.0,18830.0,-0.96
30-09-2015,25803,26211.0,26371.0,25737.0,22290.0,-1.71
01-10-2015,25782,25780.0,25863.0,25680.0,6120.0,-0.08
05-10-2015,26094,26159.0,26263.0,25960.0,1350.0,1.21
06-10-2015,26512,26300.0,26621.0,26272.0,16740.0,1.6
07-10-2015,26449,26555.0,26675.0,26320.0,18410.0,-0.24
08-10-2015,26351,26400.0,26499.0,26240.0,15300.0,-0.37
09-10-2015,26515,26311.0,26595.0,26263.0,16340.0,0.62
12-10-2015,26678,26626.0,26820.0,26527.0,16370.0,0.61
13-10-2015,26872,26640.0,26916.0,26503.0,20360.0,0.73
14-10-2015,27088,26920.0,27164.0,26756.0,21560.0,0.8
15-10-2015,27142,27130.0,27228.0,26940.0,20300.0,0.2
16-10-2015,27029,27102.0,27102.0,26942.0,13690.0,-0.42
19-10-2015,26882,26950.0,26950.0,26803.0,11290.0,-0.54
20-10-2015,26993,26821.0,27058.0,26756.0,15060.0,0.41
21-10-2015,26821,27036.0,27080.0,26801.0,12720.0,-0.64
22-10-2015,26737,26850.0,26877.0,26715.0,6530.0,-0.31
23-10-2015,26676,26759.0,26965.0,26602.0,16270.0,-0.23
26-10-2015,26689,26750.0,26790.0,26642.0,8550.0,0.05
27-10-2015,26790,26678.0,26820.0,26650.0,8790.0,0.38
28-10-2015,26930,26824.0,27033.0,26797.0,12540.0,0.52
29-10-2015,26470,26800.0,26800.0,26450.0,12520.0,-1.71
30-10-2015,26355,26464.0,26464.0,26281.0,8800.0,-0.43
02-11-2015,26228,26450.0,26450.0,26181.0,3900.0,-0.48
03-11-2015,25863,26240.0,26310.0,25833.0,1250.0,-1.39
04-11-2015,25646,25950.0,25993.0,25126.0,1190.0,-0.84
05-11-2015,25791,25661.0,25917.0,25661.0,270.0,0.57
06-11-2015,25538,25834.0,25918.0,25485.0,17490.0,-0.98
09-11-2015,25699,25619.0,25780.0,25619.0,13210.0,0.63
10-11-2015,25604,25710.0,25750.0,25510.0,11940.0,-0.37
11-11-2015,25490,25523.0,25548.0,25477.0,2700.0,-0.45
12-11-2015,25341,25480.0,25555.0,25223.0,9560.0,-0.58
13-11-2015,25388,25395.0,25519.0,25351.0,10870.0,0.19
16-11-2015,25360,25488.0,25740.0,25336.0,16640.0,-0.11
17-11-2015,25038,25284.0,25375.0,24978.0,17530.0,-1.27
18-11-2015,25108,25000.0,25180.0,25000.0,13280.0,0.28
19-11-2015,25308,25199.0,25442.0,25110.0,20140.0,0.8
20-11-2015,25252,25356.0,25496.0,25214.0,16280.0,-0.22
23-11-2015,25180,25235.0,25287.0,25084.0,13970.0,-0.29
24-11-2015,25305,25199.0,25395.0,25173.0,13980.0,0.5
